temperature,humidity,time
25.8,24.9,2020-02-23 14:52:38.567725
25.8,24.9,2020-02-23 14:52:39.763422
25.8,24.9,2020-02-23 14:52:40.964488
25.8,24.9,2020-02-23 14:52:42.163286
25.8,24.9,2020-02-23 14:52:43.357289
25.8,24.9,2020-02-23 14:52:44.555406
25.8,24.9,2020-02-23 14:52:45.751106
25.8,24.9,2020-02-23 14:52:46.952495
25.8,24.9,2020-02-23 14:52:48.145616
25.8,24.9,2020-02-23 14:52:49.341792
25.9,24.9,2020-02-23 14:52:50.540837
25.8,24.9,2020-02-23 14:52:51.737474
25.9,24.9,2020-02-23 14:52:52.936379
25.9,24.8,2020-02-23 14:52:54.131258
25.8,24.8,2020-02-23 14:52:55.325811
25.9,24.9,2020-02-23 14:52:56.521870
25.8,24.9,2020-02-23 14:52:57.719715
25.8,24.9,2020-02-23 14:52:58.914676
25.8,24.9,2020-02-23 14:53:00.110021
25.8,24.9,2020-02-23 14:53:01.318801
25.8,24.9,2020-02-23 14:53:02.518245
25.8,24.9,2020-02-23 14:53:03.720403
25.8,24.9,2020-02-23 14:53:04.919040
25.8,24.9,2020-02-23 14:53:06.115358
25.9,24.9,2020-02-23 14:53:07.311894
25.8,24.9,2020-02-23 14:53:08.511891
25.8,24.9,2020-02-23 14:53:09.716586
25.8,24.9,2020-02-23 14:53:10.912981
25.8,24.9,2020-02-23 14:53:12.110247
25.8,24.9,2020-02-23 14:53:13.312781
25.8,24.9,2020-02-23 14:53:14.508756
25.8,25.0,2020-02-23 14:53:15.708265
25.8,25.0,2020-02-23 14:53:16.907848
25.8,25.0,2020-02-23 14:53:18.109633
25.8,25.0,2020-02-23 14:53:19.329692
25.8,25.0,2020-02-23 14:53:20.531841
25.8,25.0,2020-02-23 14:53:21.731204
25.8,24.9,2020-02-23 14:53:22.926868
25.8,24.9,2020-02-23 14:53:24.124934
25.8,24.9,2020-02-23 14:53:25.323012
25.8,24.9,2020-02-23 14:53:26.524522
25.8,25.3,2020-02-23 14:53:27.716525
25.8,26.0,2020-02-23 14:53:28.915709
25.8,26.2,2020-02-23 14:53:30.109606
25.8,26.4,2020-02-23 14:53:31.312627
25.8,26.4,2020-02-23 14:53:32.508794
25.8,26.3,2020-02-23 14:53:33.783499
25.8,26.0,2020-02-23 14:53:35.065569
25.8,25.7,2020-02-23 14:53:36.265673
25.8,25.6,2020-02-23 14:53:37.462763
25.8,25.4,2020-02-23 14:53:38.654897
25.8,25.3,2020-02-23 14:53:39.853605
25.8,25.1,2020-02-23 14:53:41.047166
25.8,25.1,2020-02-23 14:53:42.242457
25.8,25.1,2020-02-23 14:53:43.441151
25.8,25.1,2020-02-23 14:53:44.635293
25.8,25.0,2020-02-23 14:53:45.832854
25.8,25.0,2020-02-23 14:53:47.032596
25.8,24.9,2020-02-23 14:53:48.230294
25.8,25.0,2020-02-23 14:53:49.450211
25.8,24.9,2020-02-23 14:53:50.648867
25.8,24.9,2020-02-23 14:53:51.849811
25.8,24.9,2020-02-23 14:53:53.048541
25.8,24.9,2020-02-23 14:53:54.250304
25.8,24.9,2020-02-23 14:53:55.448750
25.8,24.9,2020-02-23 14:53:56.646010
25.8,24.9,2020-02-23 14:53:57.842883
25.8,24.9,2020-02-23 14:53:59.041744
25.8,24.9,2020-02-23 14:54:00.238792
25.8,24.9,2020-02-23 14:54:01.431562
25.8,24.9,2020-02-23 14:54:02.625597
25.8,24.9,2020-02-23 14:54:03.823678
25.8,24.9,2020-02-23 14:54:05.040485
25.8,24.9,2020-02-23 14:54:06.237761
25.8,24.9,2020-02-23 14:54:07.437215
25.8,24.8,2020-02-23 14:54:08.631130
25.8,24.8,2020-02-23 14:54:09.830653
25.8,24.8,2020-02-23 14:54:11.031866
25.8,24.8,2020-02-23 14:54:12.231539
25.8,24.8,2020-02-23 14:54:13.427332
25.8,24.8,2020-02-23 14:54:14.624935
25.8,24.8,2020-02-23 14:54:15.824126
25.8,24.8,2020-02-23 14:54:17.018990
25.7,24.8,2020-02-23 14:54:18.212708
25.7,24.8,2020-02-23 14:54:19.437419
25.8,24.8,2020-02-23 14:54:20.649569
25.8,24.8,2020-02-23 14:54:21.850757
25.7,24.8,2020-02-23 14:54:23.043820
25.8,24.9,2020-02-23 14:54:24.240392
25.7,24.9,2020-02-23 14:54:25.434724
25.8,24.8,2020-02-23 14:54:26.632563
25.7,24.8,2020-02-23 14:54:27.834107
25.7,24.9,2020-02-23 14:54:29.034565
25.8,24.8,2020-02-23 14:54:30.362131
25.7,24.9,2020-02-23 14:54:31.560885
25.8,24.9,2020-02-23 14:54:32.762566
25.8,24.9,2020-02-23 14:54:33.994552
25.8,24.9,2020-02-23 14:54:35.187684
25.7,24.9,2020-02-23 14:54:36.384459
25.7,24.9,2020-02-23 14:54:37.589325
25.8,24.9,2020-02-23 14:54:38.787118
25.8,24.9,2020-02-23 14:54:39.982249
25.7,24.9,2020-02-23 14:54:41.181762
25.8,24.9,2020-02-23 14:54:42.378027
25.8,24.9,2020-02-23 14:54:43.569248
25.8,24.9,2020-02-23 14:54:44.767135
25.7,24.9,2020-02-23 14:54:45.964709
25.7,24.9,2020-02-23 14:54:47.163906
25.8,25.0,2020-02-23 14:54:48.364213
25.7,25.0,2020-02-23 14:54:49.567082
25.8,25.0,2020-02-23 14:54:50.768761
25.7,25.0,2020-02-23 14:54:51.968506
25.7,25.0,2020-02-23 14:54:53.167591
25.7,25.0,2020-02-23 14:54:54.366224
25.7,25.0,2020-02-23 14:54:55.562710
25.7,25.0,2020-02-23 14:54:56.759273
25.8,24.9,2020-02-23 14:54:57.955864
25.7,24.9,2020-02-23 14:54:59.156752
25.7,24.9,2020-02-23 14:55:00.357727
25.7,24.9,2020-02-23 14:55:01.552286
25.8,24.9,2020-02-23 14:55:02.746873
25.8,24.9,2020-02-23 14:55:03.947650
25.7,24.9,2020-02-23 14:55:05.150701
25.8,24.9,2020-02-23 14:55:06.345941
25.7,24.9,2020-02-23 14:55:07.548355
25.7,24.8,2020-02-23 14:55:08.742251
25.7,24.8,2020-02-23 14:55:09.942959
25.8,24.9,2020-02-23 14:55:11.140913
25.8,24.8,2020-02-23 14:55:12.339197
25.7,24.8,2020-02-23 14:55:13.542982
25.7,24.8,2020-02-23 14:55:14.746675
25.7,24.9,2020-02-23 14:55:15.951728
25.8,24.9,2020-02-23 14:55:17.153878
25.7,24.9,2020-02-23 14:55:18.355130
25.7,24.9,2020-02-23 14:55:19.553016
25.7,25.0,2020-02-23 14:55:20.754042
25.7,24.9,2020-02-23 14:55:21.952087
25.7,25.0,2020-02-23 14:55:23.150279
25.7,25.0,2020-02-23 14:55:24.351714
25.8,25.0,2020-02-23 14:55:25.552173
25.7,25.0,2020-02-23 14:55:26.751261
25.7,24.9,2020-02-23 14:55:27.949419
25.8,24.9,2020-02-23 14:55:29.145427
25.7,25.0,2020-02-23 14:55:30.341622
25.8,24.9,2020-02-23 14:55:31.537067
25.8,24.9,2020-02-23 14:55:32.731943
25.7,25.0,2020-02-23 14:55:33.998319
25.7,24.9,2020-02-23 14:55:35.191481
25.7,24.9,2020-02-23 14:55:36.388136
25.7,24.9,2020-02-23 14:55:37.588372
25.7,24.9,2020-02-23 14:55:38.787967
25.7,24.9,2020-02-23 14:55:39.981205
25.7,24.9,2020-02-23 14:55:41.182861
25.7,24.9,2020-02-23 14:55:42.379389
25.7,25.0,2020-02-23 14:55:43.582887
25.8,24.9,2020-02-23 14:55:44.862298
25.7,24.9,2020-02-23 14:55:46.063578
25.7,24.9,2020-02-23 14:55:47.260424
25.7,24.9,2020-02-23 14:55:48.458829
25.7,24.9,2020-02-23 14:55:49.657375
25.7,24.9,2020-02-23 14:55:50.860436
25.7,24.9,2020-02-23 14:55:52.067983
25.7,24.9,2020-02-23 14:55:53.269101
25.7,24.9,2020-02-23 14:55:54.467233
25.7,24.9,2020-02-23 14:55:55.660063
25.8,25.0,2020-02-23 14:55:56.857346
25.8,24.9,2020-02-23 14:55:58.054636
25.8,24.9,2020-02-23 14:55:59.251810
25.7,24.9,2020-02-23 14:56:00.450415
25.7,24.9,2020-02-23 14:56:01.654101
25.7,24.9,2020-02-23 14:56:02.847269
25.8,25.0,2020-02-23 14:56:04.041854
25.8,24.9,2020-02-23 14:56:05.238091
25.7,25.0,2020-02-23 14:56:06.433853
25.8,25.0,2020-02-23 14:56:07.628253
25.7,25.0,2020-02-23 14:56:08.822220
25.7,25.0,2020-02-23 14:56:10.024899
25.7,25.0,2020-02-23 14:56:11.221094
25.7,25.0,2020-02-23 14:56:12.419472
25.7,25.0,2020-02-23 14:56:13.618384
25.7,25.0,2020-02-23 14:56:14.813692
25.7,25.0,2020-02-23 14:56:16.012809
25.8,25.0,2020-02-23 14:56:17.212199
25.8,25.0,2020-02-23 14:56:18.417442
25.7,25.0,2020-02-23 14:56:19.614900
25.7,25.0,2020-02-23 14:56:20.811519
25.7,25.0,2020-02-23 14:56:22.007894
25.8,25.0,2020-02-23 14:56:23.205466
25.7,25.0,2020-02-23 14:56:24.402939
25.7,25.0,2020-02-23 14:56:25.601828
25.7,25.0,2020-02-23 14:56:26.797506
25.7,25.0,2020-02-23 14:56:27.993052
25.7,25.0,2020-02-23 14:56:29.191351
25.8,25.0,2020-02-23 14:56:30.388547
25.7,25.0,2020-02-23 14:56:31.598931
25.8,24.9,2020-02-23 14:56:32.798707
25.7,24.9,2020-02-23 14:56:34.168533
25.8,24.9,2020-02-23 14:56:35.369564
25.7,24.9,2020-02-23 14:56:36.568112
25.8,24.9,2020-02-23 14:56:37.768422
25.8,24.9,2020-02-23 14:56:38.961739
25.8,24.9,2020-02-23 14:56:40.172341
25.8,24.9,2020-02-23 14:56:41.380120
25.7,24.9,2020-02-23 14:56:42.579306
25.7,24.9,2020-02-23 14:56:43.781985
25.7,24.9,2020-02-23 14:56:44.982658
25.7,24.9,2020-02-23 14:56:46.176203
25.7,24.9,2020-02-23 14:56:47.371264
25.8,24.9,2020-02-23 14:56:48.575584
25.7,24.9,2020-02-23 14:56:49.772159
25.7,24.9,2020-02-23 14:56:50.968822
25.7,24.9,2020-02-23 14:56:52.162596
25.8,25.0,2020-02-23 14:56:53.359924
25.8,25.0,2020-02-23 14:56:54.562941
25.8,24.9,2020-02-23 14:56:55.759274
25.7,25.0,2020-02-23 14:56:56.957221
25.7,25.0,2020-02-23 14:56:58.157503
25.7,25.0,2020-02-23 14:56:59.351540
25.8,25.0,2020-02-23 14:57:00.553012
25.8,25.0,2020-02-23 14:57:01.750647
25.7,25.0,2020-02-23 14:57:02.951817
25.7,25.0,2020-02-23 14:57:04.147520
25.8,25.0,2020-02-23 14:57:05.342034
25.7,25.0,2020-02-23 14:57:06.541759
25.7,25.0,2020-02-23 14:57:07.735823
25.7,25.0,2020-02-23 14:57:08.939718
25.8,25.0,2020-02-23 14:57:10.159352
25.8,25.0,2020-02-23 14:57:11.354445
25.7,25.0,2020-02-23 14:57:12.548709
25.7,25.0,2020-02-23 14:57:13.742449
25.7,24.9,2020-02-23 14:57:14.941393
25.7,24.9,2020-02-23 14:57:16.136938
25.7,24.9,2020-02-23 14:57:17.335033
25.8,24.8,2020-02-23 14:57:18.541925
25.8,24.8,2020-02-23 14:57:19.734728
25.7,24.8,2020-02-23 14:57:20.935581
25.7,24.9,2020-02-23 14:57:22.129525
25.7,24.9,2020-02-23 14:57:23.327567
25.7,24.9,2020-02-23 14:57:24.523777
25.7,24.9,2020-02-23 14:57:25.722681
25.7,24.9,2020-02-23 14:57:26.917228
25.7,24.9,2020-02-23 14:57:28.116104
25.7,24.9,2020-02-23 14:57:29.310055
25.7,24.9,2020-02-23 14:57:30.508496
25.7,24.9,2020-02-23 14:57:31.705614
25.7,24.8,2020-02-23 14:57:32.905015
25.7,24.8,2020-02-23 14:57:34.174188
25.7,24.9,2020-02-23 14:57:35.386979
25.7,24.9,2020-02-23 14:57:36.599709
25.7,24.9,2020-02-23 14:57:37.794305
25.7,24.9,2020-02-23 14:57:38.991428
25.7,24.9,2020-02-23 14:57:40.190632
25.7,24.9,2020-02-23 14:57:41.391494
25.7,24.9,2020-02-23 14:57:42.589305
25.7,24.9,2020-02-23 14:57:43.786904
25.8,24.9,2020-02-23 14:57:44.988560
25.7,24.9,2020-02-23 14:57:46.189488
25.7,24.9,2020-02-23 14:57:47.392200
25.7,24.9,2020-02-23 14:57:48.592274
25.7,24.9,2020-02-23 14:57:49.788692
25.7,24.9,2020-02-23 14:57:50.984627
25.7,24.9,2020-02-23 14:57:52.180811
25.8,24.9,2020-02-23 14:57:53.379875
25.7,24.9,2020-02-23 14:57:54.584882
25.7,24.9,2020-02-23 14:57:55.781520
25.8,25.0,2020-02-23 14:57:56.978119
25.7,25.0,2020-02-23 14:57:58.178807
25.7,24.9,2020-02-23 14:57:59.372630
25.8,24.9,2020-02-23 14:58:00.570186
25.8,24.9,2020-02-23 14:58:01.766086
25.8,24.9,2020-02-23 14:58:02.962644
25.8,24.9,2020-02-23 14:58:04.160051
25.7,24.9,2020-02-23 14:58:05.355950
25.8,25.0,2020-02-23 14:58:06.561907
25.8,25.0,2020-02-23 14:58:07.759019
25.8,25.0,2020-02-23 14:58:08.956759
25.7,25.0,2020-02-23 14:58:10.155863
25.7,25.0,2020-02-23 14:58:11.354418
25.7,25.0,2020-02-23 14:58:12.548162
25.8,25.0,2020-02-23 14:58:13.740590
25.8,25.0,2020-02-23 14:58:14.941729
25.7,25.0,2020-02-23 14:58:16.136616
25.7,25.0,2020-02-23 14:58:17.337525
25.7,25.0,2020-02-23 14:58:18.535652
25.7,25.0,2020-02-23 14:58:19.732173
25.7,25.0,2020-02-23 14:58:20.929106
25.7,25.0,2020-02-23 14:58:22.126462
25.7,25.0,2020-02-23 14:58:23.335612
25.7,25.0,2020-02-23 14:58:24.533958
25.7,25.0,2020-02-23 14:58:25.738669
25.7,24.9,2020-02-23 14:58:26.936824
25.7,25.0,2020-02-23 14:58:28.133371
25.7,25.0,2020-02-23 14:58:29.332581
25.7,25.0,2020-02-23 14:58:30.528600
25.7,25.0,2020-02-23 14:58:31.731338
25.7,25.0,2020-02-23 14:58:32.927892
25.7,25.0,2020-02-23 14:58:34.171822
25.7,25.0,2020-02-23 14:58:35.367435
25.7,24.9,2020-02-23 14:58:36.567260
25.7,24.9,2020-02-23 14:58:37.761336
25.7,24.9,2020-02-23 14:58:38.957408
25.7,24.9,2020-02-23 14:58:40.155533
25.8,24.9,2020-02-23 14:58:41.355313
25.7,24.9,2020-02-23 14:58:42.549676
25.7,24.9,2020-02-23 14:58:43.745184
25.7,24.9,2020-02-23 14:58:44.941210
25.8,24.9,2020-02-23 14:58:46.142513
25.7,24.9,2020-02-23 14:58:47.336221
25.7,24.9,2020-02-23 14:58:48.537360
25.7,24.9,2020-02-23 14:58:49.730806
25.7,24.9,2020-02-23 14:58:50.925176
25.8,24.9,2020-02-23 14:58:52.121704
25.7,24.9,2020-02-23 14:58:53.321367
25.7,24.9,2020-02-23 14:58:54.516141
25.8,24.8,2020-02-23 14:58:55.714169
25.7,24.8,2020-02-23 14:58:56.905504
25.7,24.8,2020-02-23 14:58:58.102482
25.7,24.9,2020-02-23 14:58:59.297739
25.7,24.9,2020-02-23 14:59:00.497477
25.7,24.9,2020-02-23 14:59:01.689063
25.8,24.9,2020-02-23 14:59:02.886737
25.7,24.9,2020-02-23 14:59:04.090615
25.7,24.9,2020-02-23 14:59:05.292213
25.7,24.9,2020-02-23 14:59:06.485946
25.7,24.9,2020-02-23 14:59:07.686234
25.7,24.9,2020-02-23 14:59:08.889968
25.7,24.9,2020-02-23 14:59:10.087675
25.7,24.9,2020-02-23 14:59:11.282759
25.7,24.9,2020-02-23 14:59:12.482652
25.7,24.9,2020-02-23 14:59:13.683927
25.7,24.9,2020-02-23 14:59:14.887725
25.7,24.9,2020-02-23 14:59:16.087724
25.7,24.9,2020-02-23 14:59:17.282448
25.7,24.9,2020-02-23 14:59:18.480171
25.7,24.9,2020-02-23 14:59:19.682598
25.7,24.9,2020-02-23 14:59:20.879432
25.7,24.9,2020-02-23 14:59:22.078694
25.7,24.9,2020-02-23 14:59:23.277073
25.7,24.9,2020-02-23 14:59:24.476736
25.8,24.9,2020-02-23 14:59:25.671283
25.7,24.9,2020-02-23 14:59:26.866129
25.7,24.9,2020-02-23 14:59:28.065109
25.7,24.9,2020-02-23 14:59:29.261274
25.8,25.0,2020-02-23 14:59:30.480039
25.7,25.0,2020-02-23 14:59:31.678361
25.7,25.0,2020-02-23 14:59:32.877955
25.7,25.0,2020-02-23 14:59:34.176814
25.7,25.0,2020-02-23 14:59:35.377442
25.7,24.9,2020-02-23 14:59:36.571938
25.7,25.0,2020-02-23 14:59:37.767205
25.7,25.0,2020-02-23 14:59:38.965843
25.7,25.0,2020-02-23 14:59:40.165366
25.7,24.9,2020-02-23 14:59:41.364965
25.7,24.9,2020-02-23 14:59:42.563046
25.7,24.9,2020-02-23 14:59:43.756726
25.7,24.9,2020-02-23 14:59:44.958838
25.7,24.9,2020-02-23 14:59:46.159589
25.7,25.0,2020-02-23 14:59:47.355043
25.7,25.0,2020-02-23 14:59:48.560782
25.7,25.0,2020-02-23 14:59:49.754277
25.7,25.0,2020-02-23 14:59:50.953553
25.7,25.0,2020-02-23 14:59:52.151159
25.7,25.0,2020-02-23 14:59:53.352766
25.7,25.0,2020-02-23 14:59:54.553215
25.7,25.0,2020-02-23 14:59:55.774300
25.7,25.0,2020-02-23 14:59:56.984485
25.7,25.0,2020-02-23 14:59:58.186320
25.7,25.0,2020-02-23 14:59:59.381241
25.7,25.0,2020-02-23 15:00:00.575300
25.7,25.0,2020-02-23 15:00:01.770025
25.7,25.0,2020-02-23 15:00:02.966746
25.7,25.0,2020-02-23 15:00:04.167446
25.7,25.0,2020-02-23 15:00:05.364784
25.7,25.0,2020-02-23 15:00:06.558159
25.7,25.0,2020-02-23 15:00:07.755995
25.7,24.9,2020-02-23 15:00:08.956230
25.7,24.9,2020-02-23 15:00:10.157714
25.7,25.0,2020-02-23 15:00:11.355317
25.7,24.9,2020-02-23 15:00:12.550335
25.7,24.9,2020-02-23 15:00:13.746009
25.7,24.9,2020-02-23 15:00:14.943749
25.7,24.9,2020-02-23 15:00:16.147428
25.7,25.0,2020-02-23 15:00:17.345580
25.7,25.0,2020-02-23 15:00:18.550083
25.7,25.0,2020-02-23 15:00:19.750051
25.7,25.0,2020-02-23 15:00:20.959544
25.7,25.0,2020-02-23 15:00:22.168133
25.7,25.0,2020-02-23 15:00:23.371549
25.7,25.0,2020-02-23 15:00:24.566221
25.7,25.0,2020-02-23 15:00:25.764590
25.7,25.0,2020-02-23 15:00:26.962376
25.7,25.1,2020-02-23 15:00:28.156938
25.7,25.0,2020-02-23 15:00:29.348677
25.7,25.1,2020-02-23 15:00:30.542715
25.7,25.1,2020-02-23 15:00:31.746257
25.7,25.1,2020-02-23 15:00:32.974310
25.7,25.0,2020-02-23 15:00:34.342167
25.7,25.0,2020-02-23 15:00:35.540844
25.7,25.0,2020-02-23 15:00:36.737686
25.7,25.0,2020-02-23 15:00:37.932580
25.7,25.0,2020-02-23 15:00:39.130468
25.7,25.0,2020-02-23 15:00:40.327229
25.7,25.0,2020-02-23 15:00:41.525235
25.7,25.0,2020-02-23 15:00:42.721994
25.7,25.0,2020-02-23 15:00:43.921547
25.7,25.0,2020-02-23 15:00:45.128080
25.7,25.0,2020-02-23 15:00:46.406869
25.7,25.0,2020-02-23 15:00:47.602660
25.7,25.0,2020-02-23 15:00:48.801067
25.7,25.0,2020-02-23 15:00:49.999070
25.7,25.0,2020-02-23 15:00:51.211757
25.7,25.1,2020-02-23 15:00:52.410682
25.7,25.1,2020-02-23 15:00:53.611289
25.7,25.1,2020-02-23 15:00:54.810447
25.7,25.1,2020-02-23 15:00:56.011820
25.7,25.1,2020-02-23 15:00:57.224759
25.7,25.1,2020-02-23 15:00:58.420734
25.7,25.1,2020-02-23 15:00:59.614611
25.7,25.1,2020-02-23 15:01:00.813930
25.7,25.1,2020-02-23 15:01:02.014914
25.7,25.0,2020-02-23 15:01:03.213419
25.7,25.0,2020-02-23 15:01:04.410273
25.7,25.0,2020-02-23 15:01:05.608783
25.7,25.0,2020-02-23 15:01:06.805276
25.7,25.0,2020-02-23 15:01:08.005233
25.7,25.0,2020-02-23 15:01:09.200481
25.7,25.0,2020-02-23 15:01:10.401135
25.7,25.0,2020-02-23 15:01:11.597778
25.7,25.0,2020-02-23 15:01:12.792921
25.7,25.0,2020-02-23 15:01:13.991727
25.7,25.0,2020-02-23 15:01:15.187251
25.7,25.0,2020-02-23 15:01:16.380154
25.7,25.0,2020-02-23 15:01:17.582791
25.7,25.0,2020-02-23 15:01:18.785885
25.7,25.0,2020-02-23 15:01:19.982149
25.7,25.0,2020-02-23 15:01:21.199371
25.7,25.0,2020-02-23 15:01:22.410907
25.7,25.1,2020-02-23 15:01:23.607124
25.7,25.0,2020-02-23 15:01:24.804348
25.7,25.1,2020-02-23 15:01:26.006515
25.7,25.0,2020-02-23 15:01:27.206382
25.7,25.0,2020-02-23 15:01:28.405440
25.7,25.0,2020-02-23 15:01:29.602873
25.7,25.0,2020-02-23 15:01:30.804523
25.7,25.0,2020-02-23 15:01:32.004096
25.7,25.0,2020-02-23 15:01:33.380519
25.7,25.0,2020-02-23 15:01:34.855245
25.7,25.0,2020-02-23 15:01:36.050190
25.7,25.0,2020-02-23 15:01:37.244175
25.7,25.0,2020-02-23 15:01:38.446734
25.7,25.0,2020-02-23 15:01:39.649095
25.7,25.0,2020-02-23 15:01:40.846248
25.7,25.0,2020-02-23 15:01:42.052316
25.7,25.0,2020-02-23 15:01:43.251189
25.7,25.0,2020-02-23 15:01:44.450234
25.7,25.0,2020-02-23 15:01:45.651352
25.7,25.0,2020-02-23 15:01:46.848643
25.7,25.0,2020-02-23 15:01:48.048261
25.7,25.0,2020-02-23 15:01:49.248498
25.7,25.0,2020-02-23 15:01:50.442606
25.7,25.0,2020-02-23 15:01:51.637862
25.7,25.0,2020-02-23 15:01:52.839554
25.7,25.0,2020-02-23 15:01:54.035918
25.7,25.0,2020-02-23 15:01:55.232782
25.7,25.0,2020-02-23 15:01:56.424530
25.7,25.0,2020-02-23 15:01:57.634322
25.7,25.0,2020-02-23 15:01:58.828233
25.7,25.0,2020-02-23 15:02:00.024210
25.7,25.0,2020-02-23 15:02:01.217973
25.7,25.0,2020-02-23 15:02:02.416608
25.7,25.0,2020-02-23 15:02:03.614473
25.7,24.9,2020-02-23 15:02:04.819468
25.7,24.9,2020-02-23 15:02:06.019175
25.7,24.9,2020-02-23 15:02:07.213631
25.7,24.9,2020-02-23 15:02:08.417885
25.7,24.9,2020-02-23 15:02:09.614239
25.7,24.9,2020-02-23 15:02:10.816741
25.7,24.9,2020-02-23 15:02:12.014159
25.7,25.0,2020-02-23 15:02:13.216182
25.7,25.0,2020-02-23 15:02:14.412721
25.7,25.0,2020-02-23 15:02:15.612638
25.7,25.0,2020-02-23 15:02:16.813903
25.7,25.0,2020-02-23 15:02:18.011438
25.7,25.0,2020-02-23 15:02:19.209506
25.7,25.0,2020-02-23 15:02:20.405651
25.7,25.0,2020-02-23 15:02:21.602372
25.7,25.0,2020-02-23 15:02:22.798067
25.7,25.0,2020-02-23 15:02:23.995288
25.7,25.0,2020-02-23 15:02:25.189262
25.7,25.0,2020-02-23 15:02:26.386676
25.7,25.0,2020-02-23 15:02:27.587454
25.7,25.0,2020-02-23 15:02:28.783297
25.7,25.0,2020-02-23 15:02:29.979023
25.7,25.0,2020-02-23 15:02:31.177627
25.7,25.1,2020-02-23 15:02:32.371605
25.7,25.0,2020-02-23 15:02:33.654246
25.7,25.1,2020-02-23 15:02:34.989700
25.7,25.0,2020-02-23 15:02:36.191191
25.7,25.0,2020-02-23 15:02:37.388675
25.7,25.0,2020-02-23 15:02:38.580888
25.7,25.1,2020-02-23 15:02:39.784078
25.7,25.1,2020-02-23 15:02:40.978396
25.7,25.1,2020-02-23 15:02:42.178139
25.7,25.0,2020-02-23 15:02:43.377541
25.7,25.0,2020-02-23 15:02:44.578063
25.7,25.0,2020-02-23 15:02:45.772814
25.7,25.0,2020-02-23 15:02:46.975406
25.7,25.0,2020-02-23 15:02:48.170656
25.7,25.1,2020-02-23 15:02:49.367960
25.7,25.1,2020-02-23 15:02:50.564781
25.7,25.1,2020-02-23 15:02:51.762248
25.7,25.1,2020-02-23 15:02:52.962604
25.7,25.2,2020-02-23 15:02:54.159040
25.7,25.2,2020-02-23 15:02:55.356161
25.7,25.2,2020-02-23 15:02:56.551663
25.7,25.2,2020-02-23 15:02:57.749693
25.7,25.2,2020-02-23 15:02:58.954435
25.7,25.2,2020-02-23 15:03:00.153514
25.7,25.2,2020-02-23 15:03:01.347852
25.7,25.2,2020-02-23 15:03:02.542049
25.7,25.2,2020-02-23 15:03:03.737279
25.7,25.2,2020-02-23 15:03:04.929112
25.7,25.2,2020-02-23 15:03:06.122662
25.7,25.2,2020-02-23 15:03:07.321797
25.7,25.2,2020-02-23 15:03:08.521802
25.7,25.2,2020-02-23 15:03:09.721148
25.7,25.2,2020-02-23 15:03:10.925572
25.7,25.2,2020-02-23 15:03:12.123555
25.7,25.2,2020-02-23 15:03:13.325282
25.7,25.2,2020-02-23 15:03:14.524675
25.7,25.2,2020-02-23 15:03:15.725842
25.7,25.2,2020-02-23 15:03:16.925477
25.7,25.2,2020-02-23 15:03:18.121889
25.7,25.2,2020-02-23 15:03:19.318820
25.7,25.2,2020-02-23 15:03:20.516919
25.7,25.2,2020-02-23 15:03:21.719563
25.7,25.2,2020-02-23 15:03:22.919501
25.7,25.2,2020-02-23 15:03:24.118098
25.7,25.2,2020-02-23 15:03:25.319956
25.7,25.2,2020-02-23 15:03:26.524923
25.7,25.2,2020-02-23 15:03:27.729111
25.7,25.2,2020-02-23 15:03:28.931949
25.7,25.1,2020-02-23 15:03:30.133579
25.7,25.1,2020-02-23 15:03:31.341086
25.7,25.1,2020-02-23 15:03:32.542020
25.7,25.1,2020-02-23 15:03:33.918989
25.7,25.1,2020-02-23 15:03:35.156865
25.7,25.1,2020-02-23 15:03:36.351998
25.7,25.1,2020-02-23 15:03:37.556306
25.7,25.1,2020-02-23 15:03:38.756595
25.7,25.1,2020-02-23 15:03:39.955616
25.7,25.2,2020-02-23 15:03:41.157362
25.7,25.1,2020-02-23 15:03:42.356517
25.7,25.1,2020-02-23 15:03:43.552020
25.7,25.1,2020-02-23 15:03:44.744280
25.7,25.1,2020-02-23 15:03:45.946025
25.7,25.1,2020-02-23 15:03:47.146561
25.7,25.1,2020-02-23 15:03:48.345597
25.7,25.1,2020-02-23 15:03:49.538979
25.7,25.1,2020-02-23 15:03:50.736074
25.7,25.1,2020-02-23 15:03:51.932881
25.7,25.1,2020-02-23 15:03:53.134895
25.7,25.1,2020-02-23 15:03:54.335769
25.7,25.1,2020-02-23 15:03:55.527721
25.7,25.1,2020-02-23 15:03:56.731988
25.7,25.1,2020-02-23 15:03:57.944585
25.7,25.1,2020-02-23 15:03:59.144850
25.7,25.1,2020-02-23 15:04:00.342929
25.7,25.1,2020-02-23 15:04:01.542709
25.7,25.1,2020-02-23 15:04:02.740280
25.7,25.1,2020-02-23 15:04:03.941726
25.7,25.1,2020-02-23 15:04:05.138660
25.7,25.1,2020-02-23 15:04:06.334371
25.7,25.1,2020-02-23 15:04:07.534531
25.7,25.1,2020-02-23 15:04:08.729474
25.7,25.1,2020-02-23 15:04:09.924294
25.7,25.1,2020-02-23 15:04:11.124126
25.7,25.0,2020-02-23 15:04:12.317884
25.7,25.1,2020-02-23 15:04:13.517854
25.7,25.0,2020-02-23 15:04:14.712817
25.7,25.1,2020-02-23 15:04:15.909878
25.7,25.1,2020-02-23 15:04:17.107787
